Name,Logic Elements,Registers,Max Clock Freq,Synthesis Time,DSP Blocks,Clock Cycles,Correct
radix2_92,"1,040",502                                         ;,100.61,0:03:17,0,49,1
,,,,,,,
radix2_94,"1,065",520                                         ;,101.7,0:03:08,0,49,1
,,,,,,,
radix2_96,"1,087",521                                         ;,106.02,0:03:07,0,50,1
,,,,,,,
radix2_98,"1,109",526                                         ;,99.36,0:03:19,0,53,1
,,,,,,,
radix2_100,"1,131",549                                         ;,104.12,0:03:06,0,54,1
,,,,,,,
radix2_102,"1,147",563                                         ;,103.7,0:03:17,0,54,1
,,,,,,,
radix2_104,"1,169",561                                         ;,101.38,0:03:20,0,55,1
,,,,,,,
radix2_106,"1,189",570                                         ;,95.44,0:03:09,0,55,1
,,,,,,,
radix2_108,"1,218",596                                         ;,97.95,0:03:27,0,57,1
,,,,,,,
radix2_110,"1,215",596                                         ;,96.35,0:03:33,0,59,1
,,,,,,,
radix2_112,"1,256",602                                         ;,100.53,0:03:28,0,58,1
,,,,,,,
radix2_114,"1,293",609                                         ;,100.33,0:03:35,0,59,1
,,,,,,,
radix2_116,"1,289",612                                         ;,99.27,0:03:36,0,64,1
,,,,,,,
radix2_118,"1,328",651                                         ;,96.42,0:03:26,0,62,1
,,,,,,,
radix2_120,"1,335",641                                         ;,97.59,0:03:27,0,64,1
,,,,,,,
radix2_122,"1,360",668                                         ;,98.49,0:03:32,0,63,1
,,,,,,,
radix2_124,"1,356",661                                         ;,95.25,0:03:28,0,66,1
,,,,,,,
radix2_126,"1,393",681                                         ;,95.24,0:03:46,0,66,1
,,,,,,,
radix2_128,"1,424",689                                         ;,94.82,0:03:44,0,68,1
,,,,,,,
radix2_132,"1,494",705                                         ;,97.29,0:03:54,0,70,1
,,,,,,,
radix2_136,"1,541",735                                         ;,91.38,0:03:37,0,75,1
,,,,,,,
radix2_140,"1,590",750                                         ;,89.74,0:03:57,0,75,1
,,,,,,,
radix2_144,"1,603",776                                         ;,91.22,0:03:59,0,74,1
,,,,,,,
radix2_148,"1,658",792                                         ;,87.63,0:04:02,0,76,1
,,,,,,,
radix2_152,"1,712",808                                         ;,85.7,0:03:56,0,78,1
,,,,,,,
radix2_156,"1,739",836                                         ;,85.59,0:04:16,0,81,1
,,,,,,,
radix2_160,"1,773",856                                         ;,85.73,0:04:09,0,82,1
,,,,,,,
radix2_164,"1,796",868                                         ;,84.55,0:04:08,0,90,1
,,,,,,,
radix2_168,"1,851",902                                         ;,85.24,0:04:12,0,86,1
,,,,,,,
radix2_172,"1,912",888                                         ;,82.07,0:04:30,0,88,1
,,,,,,,
radix2_176,"1,933",930                                         ;,77.91,0:04:34,0,90,1
,,,,,,,
radix2_180,"1,996",955                                         ;,80.53,0:04:40,0,92,1
,,,,,,,
radix2_184,"2,048",987                                         ;,75.19,0:04:35,0,94,1
,,,,,,,
radix2_188,"2,088",1002                                        ;,80.33,0:04:46,0,96,1
,,,,,,,
radix2_192,"2,126",1012                                        ;,76.41,0:04:58,0,98,1
,,,,,,,
radix2_196,"2,217",1042                                        ;,77.04,0:05:17,0,102,1
,,,,,,,
radix2_200,"2,230",1057                                        ;,77.32,0:04:44,0,103,1
,,,,,,,
radix2_204,"2,325",1066                                        ;,70.52,0:04:56,0,106,1
,,,,,,,
radix2_208,"2,361",1096                                        ;,78.3,0:05:08,0,109,1
,,,,,,,
radix2_212,"2,384",1123                                        ;,76.03,0:05:06,0,108,1
,,,,,,,
radix2_216,"2,436",1133                                        ;,71.79,0:05:51,0,110,1
,,,,,,,
radix2_220,"2,466",1153                                        ;,71.78,0:05:40,0,114,1
,,,,,,,
radix2_224,"2,503",1163                                        ;,71.43,0:05:31,0,116,1
,,,,,,,
radix2_228,"2,534",1197                                        ;,71.73,0:05:19,0,118,1
,,,,,,,
radix2_232,"2,587",1229                                        ;,69.65,0:05:25,0,119,1
,,,,,,,
radix2_236,"2,631",1236                                        ;,69.62,0:05:33,0,120,1
,,,,,,,
radix2_240,"2,675",1264                                        ;,72.66,0:05:54,0,122,1
,,,,,,,
radix2_244,"2,702",1258                                        ;,66.81,0:06:17,0,131,1
,,,,,,,
radix2_248,"2,754",1300                                        ;,65.37,0:05:46,0,127,1
,,,,,,,
radix2_252,"2,789",1339                                        ;,66.78,0:06:13,0,129,1
,,,,,,,
radix2_256,"2,857",1350                                        ;,66.05,0:05:56,0,132,1
,,,,,,,
radix2_264,"2,964",1398                                        ;,65.04,0:06:33,0,134,1
,,,,,,,
radix2_272,"3,075",1429                                        ;,64.29,0:06:42,0,138,1
,,,,,,,
radix2_280,"3,172",1486                                        ;,64.84,0:06:50,0,142,1
,,,,,,,
radix2_288,"3,264",1537                                        ;,63.98,0:06:59,0,149,1
,,,,,,,
radix2_296,"3,339",1532                                        ;,58.58,0:07:20,0,152,1
,,,,,,,
radix2_304,"3,449",1610                                        ;,57.62,0:07:21,0,155,1
,,,,,,,
radix2_312,"3,534",1625                                        ;,56.49,0:07:41,0,158,1
,,,,,,,
radix2_320,"3,636",1671                                        ;,54.97,0:07:20,0,164,1
,,,,,,,
radix2_328,"3,742",1734                                        ;,53.82,0:07:24,0,166,1
,,,,,,,
radix2_336,"3,826",1755                                        ;,53.92,0:07:26,0,171,1
,,,,,,,
radix2_344,"4,213",1815                                        ;,53.9,0:07:54,0,175,1
,,,,,,,
radix2_352,"4,294",1855                                        ;,56.14,0:07:39,0,178,1
,,,,,,,
radix2_360,"4,360",1880                                        ;,52.19,0:07:58,0,182,1
,,,,,,,
radix2_368,"4,451",1917                                        ;,51.41,0:08:19,0,189,1
,,,,,,,
radix2_376,"4,558",1947                                        ;,53.61,0:09:19,0,190,1
,,,,,,,
radix2_384,"4,625",1995                                        ;,48.9,0:08:23,0,197,1
,,,,,,,
radix2_392,"4,752",1975                                        ;,47.64,0:09:55,0,201,1
,,,,,,,
radix2_400,"4,846",2012                                        ;,47.95,0:09:24,0,205,1
,,,,,,,
radix2_408,"4,946",2077                                        ;,51.3,0:09:29,0,208,1
,,,,,,,
radix2_416,"5,026",2102                                        ;,45.25,0:09:52,0,210,1
,,,,,,,
radix2_424,"5,133",2210                                        ;,49.14,0:09:43,0,214,1
,,,,,,,
radix2_432,"5,234",2156                                        ;,44.13,0:10:13,0,218,1
,,,,,,,
radix2_440,"5,314",2234                                        ;,43.93,0:10:26,0,223,1
,,,,,,,
radix2_448,"5,370",2293                                        ;,43.07,0:09:47,0,226,1
,,,,,,,
radix2_456,"5,479",2342                                        ;,45.6,0:09:56,0,230,1
,,,,,,,
radix2_464,"5,580",2385                                        ;,41.92,0:10:03,0,236,1
,,,,,,,
radix2_472,"5,638",2439                                        ;,45.03,0:10:49,0,238,1
,,,,,,,
radix2_480,"5,727",2447                                        ;,44.63,0:10:04,0,242,1
,,,,,,,
radix2_488,"5,783",2507                                        ;,40.39,0:10:53,0,251,1
,,,,,,,
radix2_496,"5,912",2519                                        ;,42.17,0:10:55,0,251,1
,,,,,,,
radix2_504,"5,979",2607                                        ;,39.37,0:11:10,0,254,1
,,,,,,,
radix2_512,"6,144",2605                                        ;,37.91,0:11:40,0,258,1
,,,,,,,
radix2_528,"6,429",2711                                        ;,41.59,0:12:07,0,270,0
,,,,,,,
radix2_544,"6,610",2815                                        ;,40,0:11:50,0,275,1
,,,,,,,
radix2_560,"6,822",2825                                        ;,38.36,0:12:53,0,284,1
,,,,,,,
radix2_576,"7,026",2956                                        ;,35.28,0:12:26,0,290,1
,,,,,,,
radix2_592,"7,222",3014                                        ;,34.66,0:12:49,0,301,0
,,,,,,,
radix2_608,"7,439",3112                                        ;,33.96,0:13:20,0,306,1
,,,,,,,
radix2_624,"7,608",3271                                        ;,35.58,0:13:03,0,316,1
,,,,,,,
radix2_640,"7,765",3330                                        ;,32.44,0:13:27,0,323,1
,,,,,,,
radix2_656,"8,040",3318                                        ;,31.65,0:15:21,0,331,1
,,,,,,,
radix2_672,"8,196",3485                                        ;,30.63,0:15:13,0,339,1
,,,,,,,
radix2_688,"8,417",3562                                        ;,30.47,0:20:03,0,346,1
,,,,,,,
radix2_704,"8,658",3556                                        ;,29.93,0:14:14,0,355,1
,,,,,,,
radix2_720,"8,844",3585                                        ;,29.38,0:15:20,0,367,1
,,,,,,,
radix2_736,"9,040",3717                                        ;,28.98,0:17:11,0,372,1
,,,,,,,
radix2_752,"9,264",3754                                        ;,28.06,0:17:44,0,378,1
,,,,,,,
radix2_768,"9,463",3911                                        ;,30.36,0:17:03,0,387,1
,,,,,,,
radix2_784,"9,650",3917                                        ;,27.12,0:18:03,0,394,1
,,,,,,,
radix2_800,"9,838",4002                                        ;,26.67,0:18:04,0,403,1
,,,,,,,
radix2_816,"10,065",4099                                        ;,26.29,0:19:07,0,413,1
,,,,,,,
radix2_832,"10,254",4260                                        ;,27.74,0:18:05,0,425,1
,,,,,,,
radix2_848,"10,435",4254                                        ;,25.38,0:19:18,0,426,1
,,,,,,,
radix2_864,"10,668",4325                                        ;,24.94,0:20:04,0,435,1
,,,,,,,
radix2_880,"10,790",4431                                        ;,24.56,0:19:20,0,442,1
,,,,,,,
radix2_896,"11,069",4429                                        ;,24.16,0:20:39,0,450,1
,,,,,,,
radix2_912,"11,202",4596                                        ;,23.74,0:21:33,0,463,1
,,,,,,,
radix2_928,"11,359",4690                                        ;,24.92,0:21:07,0,466,1
,,,,,,,
radix2_944,"11,551",4704                                        ;,23.1,0:20:37,0,474,1
,,,,,,,
radix2_960,"11,726",4802                                        ;,22.84,0:21:56,0,482,1
,,,,,,,
radix2_976,"11,919",4903                                        ;,23.86,0:22:42,0,490,1
,,,,,,,
radix2_992,"12,141",5000                                        ;,23.51,0:21:36,0,498,1
,,,,,,,
radix2_1008,"12,342",5092                                        ;,23.01,0:23:41,0,508,1
,,,,,,,
radix2_1024,"12,570",5072                                        ;,21.36,0:24:43,0,514,1
,,,,,,,
radix2_1056,"13,060",5263                                        ;,20.84,0:25:29,0,530,1
,,,,,,,
radix2_1088,"13,437",5412                                        ;,20.33,0:25:24,0,546,1
,,,,,,,
radix2_1120,"13,949",5545                                        ;,19.76,0:28:26,0,563,0
,,,,,,,
radix2_1152,"10,646",5213                                        ;,19.76,,0,580,1
,,,,,,,
radix2_1184,"10,963",5357                                        ;,19.76,,0,596,1
,,,,,,,
radix2_1216,"10,391",5502                                        ;,19.76,,0,610,1
,,,,,,,
radix2_1248,"10,663",5646                                        ;,19.76,,0,629,1
,,,,,,,
radix2_1280,"10,973",5790                                        ;,19.76,,0,643,1
,,,,,,,
radix2_1312,"11,239",5934                                        ;,19.76,,0,658,1
,,,,,,,
radix2_1344,"11,516",6078                                        ;,19.76,,0,677,0
,,,,,,,
radix2_1376,"11,782",6222                                        ;,19.76,,0,691,1
,,,,,,,
radix2_1408,"12,065",6366                                        ;,19.76,,0,707,1
,,,,,,,
radix2_1440,"12,317",6510                                        ;,19.76,,0,722,0
,,,,,,,
radix2_1472,"12,587",6654                                        ;,19.76,,0,738,1
,,,,,,,
radix2_1504,"13,062",6798                                        ;,19.76,,0,756,1
,,,,,,,
radix2_1536,"13,165",6942                                        ;,19.76,,0,772,1
,,,,,,,
radix2_1568,"13,461",7086                                        ;,19.76,,0,789,1
,,,,,,,
radix2_1600,"13,739",7230                                        ;,19.76,,0,802,1
,,,,,,,
radix2_1632,"14,023",7374                                        ;,19.76,,0,818,0
,,,,,,,
radix2_1664,"14,320",7518                                        ;,19.76,,0,834,1
,,,,,,,
radix2_1696,"14,601",7662                                        ;,19.76,,0,852,1
,,,,,,,
radix2_1728,"14,871",7806                                        ;,19.76,,0,866,1
radix2_8,79,65     ,221.29 ,00:01:57,0,         6, 1
radix2_9,98,73     ,231.7 ,00:01:49,0,         4, 0
radix2_10,99,71     ,222.12 ,00:01:54,0,         7, 1
radix2_11,119,83     ,195.16 ,00:02:04,0,         9, 1
radix2_12,122,89     ,181.09 ,00:01:48,0,        11, 1
radix2_13,138,88     ,178.19 ,00:01:53,0,         9, 0
radix2_14,139,93     ,180.86 ,00:01:53,0,        10, 1
radix2_15,161,107    ,185.43 ,00:01:56,0,        10, 1
radix2_16,174,109    ,186.64 ,00:01:55,0,        11, 1
radix2_17,194,120    ,175.38 ,00:01:55,0,        11, 1
radix2_18,197,126    ,176.03 ,00:02:12,0,        12, 1
radix2_19,205,125    ,168.69 ,00:01:56,0,        12, 1
radix2_20,215,132    ,174.19 ,00:02:00,0,        13, 1
radix2_21,238,142    ,162.71 ,00:02:01,0,        13, 1
radix2_22,247,140    ,174.58 ,00:01:57,0,        13, 1
radix2_23,268,150    ,156.74 ,00:01:56,0,        16, 1
radix2_24,266,153    ,159.16 ,00:01:57,0,        14, 1
radix2_25,294,163    ,159.82 ,00:02:09,0,        15, 1
radix2_26,292,163    ,163.77 ,00:02:13,0,        18, 1
radix2_27,315,168    ,159.44 ,00:02:10,0,        17, 1
radix2_28,313,170    ,160.46 ,00:02:06,0,        17, 1
radix2_29,338,182    ,151.26 ,00:02:09,0,        17, 1
radix2_30,338,180    ,162.02 ,00:02:10,0,        17, 1
radix2_31,338,180    ,162.02 ,00:02:10,0,        17, 1
radix2_32,376,193    ,138.97 ,00:02:11,0,        19, 1
radix2_33,403,209    ,148.28 ,00:02:18,0,        19, 1
radix2_34,425,206    ,150.04 ,00:02:21,0,        19, 1
radix2_35,437,207    ,143.04 ,00:02:19,0,        20, 1
radix2_36,446,229    ,143.45 ,00:02:21,0,        20, 1
radix2_37,445,230    ,140.25 ,00:02:26,0,        21, 1
radix2_38,450,237    ,140.53 ,00:02:39,0,        27, 1
radix2_39,482,233    ,137.61 ,00:02:20,0,        26, 1
radix2_40,482,249    ,145.86 ,00:02:24,0,        22, 1
radix2_41,506,244    ,134.93 ,00:02:24,0,        23, 1
radix2_42,508,243    ,138.91 ,00:02:22,0,        25, 1
radix2_43,531,260    ,142.11 ,00:02:27,0,        25, 1
radix2_44,528,256    ,140.11 ,00:02:22,0,        25, 1
radix2_45,542,271    ,137.44 ,00:02:25,0,        29, 1
radix2_46,555,267    ,141.36 ,00:02:24,0,        25, 1
radix2_47,553,281    ,136.71 ,00:02:24,0,        26, 1
radix2_48,565,273    ,133.1 ,00:02:46,0,        26, 1
radix2_49,578,288    ,134.1 ,00:02:26,0,        29, 1
radix2_50,578,292    ,133.92 ,00:02:28,0,        28, 1
radix2_51,584,295    ,132.7 ,00:02:43,0,        28, 1
radix2_52,593,305    ,124.94 ,00:02:23,0,        32, 1
radix2_53,605,310    ,133.64 ,00:02:28,0,        30, 1
radix2_54,609,322    ,136.99 ,00:02:25,0,        30, 1
radix2_55,626,318    ,127.29 ,00:02:21,0,        34, 1
radix2_56,636,326    ,132.01 ,00:02:27,0,        30, 1
radix2_57,656,334    ,130.68 ,00:02:31,0,        31, 1
radix2_58,654,329    ,131.35 ,00:02:27,0,        33, 1
radix2_59,670,344    ,127.88 ,00:02:36,0,        33, 1
radix2_60,658,341    ,123.79 ,00:02:29,0,        32, 1
radix2_61,675,357    ,123.18 ,00:02:31,0,        33, 1
radix2_62,683,357    ,125.17 ,00:02:24,0,        35, 1
radix2_63,691,362    ,122.52 ,00:02:27,0,        35, 1
radix2_64,752,370    ,118.41 ,00:02:29,0,        36, 1
radix2_66,761,389    ,123.72 ,00:02:30,0,        35, 1
radix2_68,778,393    ,114.97 ,00:02:38,0,        37, 1
radix2_70,806,394    ,117.21 ,00:02:33,0,        38, 1
radix2_72,828,406    ,119.01 ,00:02:35,0,        39, 1
radix2_74,858,418    ,104.12 ,00:02:40,0,        39, 1
radix2_76,882,424    ,114.12 ,00:02:39,0,        40, 1
radix2_78,899,442    ,112.07 ,00:02:47,0,        45, 1
radix2_80,923,445    ,107.98 ,00:02:35,0,        42, 1
radix2_82,949,453    ,108.74 ,00:02:44,0,        45, 1
radix2_84,969,463    ,111.43 ,00:02:42,0,        51, 1
radix2_86,985,485    ,114.8 ,00:02:43,0,        46, 1
radix2_88,"1,004",481    ,108.1 ,00:02:49,0,        46, 1
radix2_90,"1,027",499    ,107.0 ,00:03:00,0,        47, 1
radix2_92,"1,040",502    ,100.61 ,00:03:16,0,        49, 1
radix2_94,"1,065",520    ,101.7 ,00:02:58,0,        50, 1
radix2_96,"1,087",521    ,106.02 ,00:03:05,0,        50, 1
radix2_98,"1,109",526    ,99.36 ,00:03:17,0,        51, 1
radix2_100,"1,131",549    ,104.12 ,00:03:02,0,        52, 1
radix2_102,"1,147",563    ,103.7 ,00:03:14,0,        53, 1
radix2_104,"1,169",561    ,101.38 ,00:03:19,0,        58, 1
radix2_106,"1,189",570    ,95.44 ,00:03:06,0,        55, 1
radix2_108,"1,218",596    ,97.95 ,00:03:28,0,        56, 1
radix2_110,"1,215",596    ,96.35 ,00:03:30,0,        57, 1
radix2_112,"1,256",602    ,100.53 ,00:03:46,0,        61, 1
radix2_114,"1,293",609    ,100.33 ,00:03:30,0,        59, 1
radix2_116,"1,289",612    ,99.27 ,00:03:33,0,        60, 1
radix2_118,"1,328",651    ,96.42 ,00:03:27,0,        65, 1
radix2_120,"1,335",641    ,97.59 ,00:03:26,0,        64, 1
radix2_122,"1,360",668    ,98.49 ,00:03:26,0,        66, 1
radix2_124,"1,356",661    ,95.25 ,00:03:25,0,        65, 1
radix2_126,"1,393",681    ,95.24 ,00:03:36,0,        66, 1
radix2_128,"1,424",689    ,94.82 ,00:03:35,0,        68, 1
radix2_132,"1,494",705    ,97.29 ,00:03:50,0,        69, 1
radix2_136,"1,541",735    ,91.38 ,00:03:38,0,        70, 1
radix2_140,"1,590",750    ,89.74 ,00:03:54,0,        72, 1
radix2_144,"1,603",776    ,91.22 ,00:03:48,0,        75, 1
radix2_148,"1,658",792    ,87.63 ,00:03:59,0,        76, 1
radix2_152,"1,712",808    ,85.7 ,00:03:56,0,        80, 1
radix2_156,"1,739",836    ,85.59 ,00:04:15,0,        81, 1
radix2_160,"1,773",856    ,85.73 ,00:04:04,0,        85, 1
radix2_164,"1,796",868    ,84.55 ,00:04:07,0,        84, 1
radix2_168,"1,851",902    ,85.24 ,00:04:12,0,        87, 1
radix2_172,"1,912",888    ,82.07 ,00:04:30,0,        88, 1
radix2_176,"1,933",930    ,77.91 ,00:04:34,0,        93, 1
radix2_180,"1,996",955    ,80.53 ,00:04:41,0,        92, 1
radix2_184,"2,048",987    ,75.19 ,00:04:32,0,        94, 1
radix2_188,"2,088",1002   ,80.33 ,00:04:44,0,        96, 1
radix2_192,"2,126",1012   ,76.41 ,00:04:50,0,       101, 1
radix2_196,"2,217",1042   ,77.04 ,00:05:13,0,       102, 1
radix2_200,"2,230",1057   ,77.32 ,00:04:41,0,       106, 1
radix2_204,"2,325",1066   ,70.52 ,00:04:55,0,       104, 1
radix2_208,"2,361",1096   ,78.3 ,00:05:05,0,       106, 1
radix2_212,"2,384",1123   ,76.03 ,00:05:01,0,       109, 1
radix2_216,"2,436",1133   ,71.79 ,00:05:50,0,       113, 1
radix2_220,"2,466",1153   ,71.78 ,00:05:41,0,       112, 1
radix2_224,"2,503",1163   ,71.43 ,00:05:30,0,       114, 1
radix2_228,"2,534",1197   ,71.73 ,00:05:14,0,       119, 1
radix2_232,"2,587",1229   ,69.65 ,00:05:22,0,       120, 1
radix2_236,"2,631",1236   ,69.62 ,00:05:26,0,       122, 1
radix2_240,"2,675",1264   ,72.66 ,00:05:53,0,       123, 1
radix2_244,"2,702",1258   ,66.81 ,00:06:00,0,       126, 1
radix2_248,"2,754",1300   ,65.37 ,00:05:43,0,       127, 1
radix2_252,"2,789",1339   ,66.78 ,00:06:02,0,       131, 1
radix2_256,"2,857",1350   ,66.05 ,00:05:58,0,       131, 1
radix2_264,"2,964",1398   ,65.04 ,00:06:33,0,       134, 1
radix2_272,"3,075",1429   ,64.29 ,00:06:38,0,       139, 1
radix2_280,"3,172",1486   ,64.84 ,00:06:43,0,       142, 1
radix2_288,"3,264",1537   ,63.98 ,00:06:55,0,       148, 1
radix2_296,"3,339",1532   ,58.58 ,00:07:10,0,       150, 1
radix2_304,"3,449",1610   ,57.62 ,00:07:48,0,       154, 1
radix2_312,"3,534",1625   ,56.49 ,00:07:31,0,       159, 1
radix2_320,"3,636",1671   ,54.97 ,00:07:18,0,       164, 1
radix2_328,"3,742",1734   ,53.82 ,00:07:17,0,       168, 1
radix2_336,"3,826",1755   ,53.92 ,00:07:22,0,       170, 1
radix2_344,"4,213",1815   ,53.9 ,00:07:47,0,       175, 1
radix2_352,"4,294",1855   ,56.14 ,00:07:28,0,       182, 1
radix2_360,"4,360",1880   ,52.19 ,00:07:53,0,       184, 1
radix2_368,"4,451",1917   ,51.41 ,00:08:18,0,       186, 1
radix2_376,"4,558",1947   ,53.61 ,00:09:13,0,       190, 1
radix2_384,"4,625",1995   ,48.9 ,00:08:17,0,       196, 1
radix2_392,"4,752",1975   ,47.64 ,00:09:45,0,       198, 1
radix2_400,"4,846",2012   ,47.95 ,00:09:18,0,       202, 1
radix2_408,"4,946",2077   ,51.3 ,00:09:35,0,       210, 1
radix2_416,"5,026",2102   ,45.25 ,00:09:49,0,       210, 1
radix2_424,"5,133",2210   ,49.14 ,00:09:33,0,       214, 1
radix2_432,"5,234",2156   ,44.13 ,00:10:09,0,       220, 1
radix2_440,"5,314",2234   ,43.93 ,00:10:18,0,       222, 1
radix2_448,"5,370",2293   ,43.07 ,00:09:44,0,       226, 1
radix2_456,"5,479",2342   ,45.6 ,00:09:57,0,       230, 1
radix2_464,"5,580",2385   ,41.92 ,00:09:53,0,       234, 1
radix2_472,"5,638",2439   ,45.03 ,00:10:47,0,       239, 1
radix2_480,"5,727",2447   ,44.63 ,00:09:56,0,       242, 1
radix2_488,"5,783",2507   ,40.39 ,00:10:47,0,       247, 1
radix2_496,"5,912",2519   ,42.17 ,00:10:54,0,       250, 1
radix2_504,"5,979",2607   ,39.37 ,00:10:56,0,       254, 1
radix2_512,"6,144",2605   ,37.91 ,00:11:40,0,       258, 1
radix2_528,"6,429",2711   ,41.59 ,00:11:52,0,       266, 1
radix2_544,"6,610",2815   ,40.0 ,00:11:44,0,       274, 1
radix2_560,"6,822",2825   ,38.36 ,00:12:43,0,       283, 1
radix2_576,"7,026",2956   ,35.28 ,00:12:21,0,       296, 1
radix2_592,"7,222",3014   ,34.66 ,00:12:58,0,       300, 1
radix2_608,"7,439",3112   ,33.96 ,00:13:15,0,       306, 1
radix2_624,"7,608",3271   ,35.58 ,00:12:55,0,       314, 1
radix2_640,"7,765",3330   ,32.44 ,00:13:04,0,       323, 1
radix2_656,"8,040",3318   ,31.65 ,00:15:09,0,       331, 1
radix2_672,"8,196",3485   ,30.63 ,00:14:49,0,       338, 1
radix2_688,"8,417",3562   ,30.47 ,00:19:39,0,       348, 1
radix2_704,"8,658",3556   ,29.93 ,00:13:57,0,       354, 1
radix2_720,"8,844",3585   ,29.38 ,00:15:08,0,       365, 1
radix2_736,"9,040",3717   ,28.98 ,00:17:01,0,       371, 1
radix2_752,"9,264",3754   ,28.06 ,00:17:44,0,       378, 1
radix2_768,"9,463",3911   ,30.36 ,00:17:07,0,       386, 1
radix2_784,"9,650",3917   ,27.12 ,00:17:51,0,       397, 1
radix2_800,"9,838",4002   ,26.67 ,00:17:48,0,       403, 1
radix2_816,"10,065",4099   ,26.29 ,00:18:31,0,       411, 0
radix2_832,"10,254",4260   ,27.74 ,00:17:58,0,       418, 1
radix2_848,"10,435",4254   ,25.38 ,00:19:05,0,       427, 1
radix2_864,"10,668",4325   ,24.94 ,00:19:52,0,       434, 1
radix2_880,"10,790",4431   ,24.56 ,00:18:54,0,       442, 1
radix2_896,"11,069",4429   ,24.16 ,00:20:39,0,       456, 1
radix2_912,"11,202",4596   ,23.74 ,00:21:16,0,       460, 1
radix2_928,"11,359",4690   ,24.92 ,00:20:49,0,       468, 1
radix2_944,"11,551",4704   ,23.1 ,00:20:12,0,       474, 1
radix2_960,"11,726",4802   ,22.84 ,00:21:35,0,       483, 1
radix2_976,"11,919",4903   ,23.86 ,00:22:00,0,       490, 1
radix2_992,"12,141",5000   ,23.51 ,00:21:20,0,       504, 1
radix2_1008,"12,342",5092   ,23.01 ,00:23:30,0,       507, 1
radix2_1024,"12,570",5072   ,21.36 ,00:24:15,0,       516, 1
radix2_1056,"13,060",5263   ,20.84 ,00:24:47,0,       530, 1
radix2_1088,"13,437",5412   ,20.33 ,00:25:15,0,       547, 0
radix2_1120,"13,949",5545   ,19.76 ,00:28:36,0,       563, 1
radix2_1152,"10,646",5213   ,19.76 ,,0,       581, 0
radix2_1184,"10,963",5357   ,19.76 ,,0,       594, 1
radix2_1216,"10,391",5502   ,19.76 ,,0,       611, 1
radix2_1248,"10,663",5646   ,19.76 ,,0,       628, 1
radix2_1280,"10,973",5790   ,19.76 ,,0,       646, 1
radix2_1312,"11,239",5934   ,19.76 ,,0,       660, 1
radix2_1344,"11,516",6078   ,19.76 ,,0,       675, 1
radix2_1376,"11,782",6222   ,19.76 ,,0,       691, 1
radix2_1408,"12,065",6366   ,19.76 ,,0,       708, 1
radix2_1440,"12,317",6510   ,19.76 ,,0,       722, 0
radix2_1472,"12,587",6654   ,19.76 ,,0,       738, 1
radix2_1504,"13,062",6798   ,19.76 ,,0,       754, 1
radix2_1536,"13,165",6942   ,19.76 ,,0,       768, 0
radix2_1568,"13,461",7086   ,19.76 ,,0,       788, 0
radix2_1600,"13,739",7230   ,19.76 ,,0,       802, 1
radix2_1632,"14,023",7374   ,19.76 ,,0,       819, 1
radix2_1664,"14,320",7518   ,19.76 ,,0,       834, 1
radix2_1696,"14,601",7662   ,19.76 ,,0,       851, 0
radix2_1728,"14,871",7806   ,19.76 ,,0,       866, 1
radix2_1760,"15,120",7950   ,19.76 ,,0,       882, 1
radix2_1792,"15,416",8094   ,19.76 ,,0,       901, 0
radix2_1824,"15,649",8238   ,19.76 ,,0,       914, 0
radix2_1856,"15,919",8382   ,19.76 ,,0,       933, 1
radix2_1888,"16,173",8526   ,19.76 ,,0,       947, 1
radix2_1920,"16,462",8670   ,19.76 ,,0,       962, 1
radix2_1952,"16,740",8814   ,19.76 ,,0,       978, 0
radix2_1984,"16,984",8958   ,19.76 ,,0,       994, 1
radix2_2016,"17,254",9102   ,19.76 ,,0,      1010, 1
radix2_2048,"17,595",9248   ,19.76 ,,0,      1027, 1
radix4_8,151,67     ,145.88 ,00:02:00,0,         4, 1
radix4_9,160,74     ,128.04 ,00:02:00,0,         6, 1
radix4_10,172,79     ,128.9 ,00:02:04,0,         5, 0
radix4_11,192,89     ,134.97 ,00:01:56,0,         8, 1
radix4_12,195,93     ,130.98 ,00:02:00,0,         5, 1
radix4_13,218,102    ,122.46 ,00:02:02,0,         7, 1
radix4_14,221,102    ,118.51 ,00:02:02,0,         9, 1
radix4_15,238,108    ,122.38 ,00:02:01,0,         6, 0
radix4_16,247,114    ,118.33 ,00:02:03,0,         6, 1
radix4_17,263,128    ,119.53 ,00:02:03,0,         8, 1
radix4_18,268,120    ,117.66 ,00:02:10,0,        11, 1
radix4_19,290,136    ,121.89 ,00:02:02,0,         9, 1
radix4_20,291,130    ,120.05 ,00:02:13,0,         7, 0
radix4_21,308,144    ,111.83 ,00:02:14,0,         9, 1
radix4_22,317,147    ,123.29 ,00:02:14,0,         8, 1
radix4_23,350,160    ,115.89 ,00:02:16,0,        10, 1
radix4_24,346,160    ,109.15 ,00:02:19,0,        10, 1
radix4_25,360,165    ,107.79 ,00:02:23,0,        10, 1
radix4_26,366,172    ,107.93 ,00:02:22,0,        11, 1
radix4_27,388,168    ,112.13 ,00:02:18,0,        12, 1
radix4_28,395,167    ,116.9 ,00:02:19,0,        11, 1
radix4_29,417,182    ,103.89 ,00:02:19,0,        12, 1
radix4_30,417,182    ,103.89 ,00:02:19,0,        12, 1
radix4_31,453,198    ,112.15 ,00:02:24,0,        12, 1
